"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"36","New York","36109","Tompkins","2015","2,063","",
"36","New York","36111","Ulster","2005","2,033","",
"36","New York","36111","Ulster","2006","1,975","",
"36","New York","36111","Ulster","2007","2,109","",
"36","New York","36111","Ulster","2008","2,071","",
"36","New York","36111","Ulster","2009","1,988","",
"36","New York","36111","Ulster","2010","2,115","",
"36","New York","36111","Ulster","2011","2,037","",
"36","New York","36111","Ulster","2012","2,165","",
"36","New York","36111","Ulster","2013","2,064","",
"36","New York","36111","Ulster","2014","2,008","",
"36","New York","36111","Ulster","2015","2,183","",
"36","New York","36113","Warren","2005","1,951","",
"36","New York","36113","Warren","2006","1,849","",
"36","New York","36113","Warren","2007","1,990","",
"36","New York","36113","Warren","2008","1,945","",
"36","New York","36113","Warren","2009","2,001","",
"36","New York","36113","Warren","2010","1,993","",
"36","New York","36113","Warren","2011","1,968","",
"36","New York","36113","Warren","2012","2,118","",
"36","New York","36113","Warren","2013","1,990","",
"36","New York","36113","Warren","2014","1,957","",
"36","New York","36113","Warren","2015","2,097","",
"36","New York","36115","Washington","2005","1,941","",
"36","New York","36115","Washington","2006","1,853","",
"36","New York","36115","Washington","2007","1,977","",
"36","New York","36115","Washington","2008","1,961","",
"36","New York","36115","Washington","2009","1,985","",
"36","New York","36115","Washington","2010","1,980","",
"36","New York","36115","Washington","2011","1,954","",
"36","New York","36115","Washington","2012","2,120","",
"36","New York","36115","Washington","2013","1,992","",
"36","New York","36115","Washington","2014","1,949","",
"36","New York","36115","Washington","2015","2,060","",
"36","New York","36117","Wayne","2005","1,987","",
"36","New York","36117","Wayne","2006","1,953","",
"36","New York","36117","Wayne","2007","1,997","",
"36","New York","36117","Wayne","2008","1,992","",
"36","New York","36117","Wayne","2009","2,059","",
"36","New York","36117","Wayne","2010","2,039","",
"36","New York","36117","Wayne","2011","1,983","",
"36","New York","36117","Wayne","2012","2,120","",
"36","New York","36117","Wayne","2013","2,059","",
"36","New York","36117","Wayne","2014","2,025","",
"36","New York","36117","Wayne","2015","2,112","",
"36","New York","36119","Westchester","2005","2,095","",
"36","New York","36119","Westchester","2006","2,069","",
"36","New York","36119","Westchester","2007","2,172","",
"36","New York","36119","Westchester","2008","2,182","",
"36","New York","36119","Westchester","2009","2,086","",
"36","New York","36119","Westchester","2010","2,229","",
"36","New York","36119","Westchester","2011","2,144","",
"36","New York","36119","Westchester","2012","2,224","",
"36","New York","36119","Westchester","2013","2,140","",
"36","New York","36119","Westchester","2014","2,151","",
"36","New York","36119","Westchester","2015","2,331","",
"36","New York","36121","Wyoming","2005","2,005","",
"36","New York","36121","Wyoming","2006","1,915","",
"36","New York","36121","Wyoming","2007","2,026","",
"36","New York","36121","Wyoming","2008","1,974","",
"36","New York","36121","Wyoming","2009","2,080","",
"36","New York","36121","Wyoming","2010","2,035","",
"36","New York","36121","Wyoming","2011","2,029","",
"36","New York","36121","Wyoming","2012","2,099","",
"36","New York","36121","Wyoming","2013","2,053","",
"36","New York","36121","Wyoming","2014","2,005","",
"36","New York","36121","Wyoming","2015","2,124","",
"36","New York","36123","Yates","2005","1,989","",
"36","New York","36123","Yates","2006","1,927","",
"36","New York","36123","Yates","2007","2,002","",
"36","New York","36123","Yates","2008","2,005","",
"36","New York","36123","Yates","2009","2,000","",
"36","New York","36123","Yates","2010","2,017","",
"36","New York","36123","Yates","2011","1,999","",
"36","New York","36123","Yates","2012","2,074","",
"36","New York","36123","Yates","2013","2,054","",
"36","New York","36123","Yates","2014","1,997","",
"36","New York","36123","Yates","2015","2,111","",
